"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"53872","2025-12-30T06:32:00","19638",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Long Hair","Black",,"2024 Jun 22 12:00:00 AM","2025 Dec 22 01:32:00 PM","149","2026 May 20 04:05:30 PM"
"53879","2025-12-30T09:13:00","19675",,"Euthanized","Injured","Cat","Male","No","American Shorthair","Black","White",,"2025 Dec 24 11:36:00 AM","147","2026 May 20 04:05:30 PM"
"53880","2025-12-30T09:14:00","19679",,"Euthanized","Trauma","Dog","Male","No","Chihuahua - Smooth","Tan",,"2025 Feb 24 12:00:00 AM","2025 Dec 24 02:56:00 PM","147","2026 May 20 04:05:30 PM"
"53900","2025-12-30T10:55:00","15887","Bagheera","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Brown Tabby","2025 Aug 13 12:00:00 AM","2025 Sep 24 01:38:00 PM","238","2026 May 20 04:05:30 PM"
"53903","2025-12-30T11:06:00","14979","Zack","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Aug 02 12:00:00 AM","2025 Sep 05 12:22:00 PM","257","2026 May 20 04:05:30 PM"
"53913","2025-12-30T11:40:31","18572","Esty","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Brown Brindle","White","2024 Feb 01 12:00:00 AM","2025 Nov 25 10:36:00 AM","176","2026 May 20 04:05:30 PM"
"53914","2025-12-30T11:44:00","19703",,"Transfer Out",,"Dog","Male","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53915","2025-12-30T11:44:00","19704",,"Transfer Out",,"Dog","Male","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53916","2025-12-30T11:44:00","19705",,"Transfer Out",,"Dog","Female","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53917","2025-12-30T11:44:00","19706",,"Transfer Out",,"Dog","Female","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53918","2025-12-30T11:44:00","19707",,"Transfer Out",,"Dog","Male","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53919","2025-12-30T11:44:00","19708",,"Transfer Out",,"Dog","Male","No","Unknown - DISPATCH ONLY","Brown",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53920","2025-12-30T11:44:00","19709",,"Transfer Out",,"Dog","Female","No","Unknown - DISPATCH ONLY","Brown Brindle",,"2025 Dec 12 12:00:00 AM","2025 Dec 26 12:02:00 PM","145","2026 May 20 04:05:30 PM"
"53921","2025-12-30T11:46:00","19654","Pepper","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2024 Apr 01 12:00:00 AM","2025 Dec 23 11:42:00 AM","148","2026 May 20 04:05:30 PM"
"53944","2025-12-30T12:22:56","18338","Snowdrift","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Blue",,"2025 May 21 12:00:00 AM","2025 Dec 29 12:31:00 PM","142","2026 May 20 04:05:30 PM"
"53953","2025-12-30T12:32:00","17377","Peaches","Transfer Out",,"Dog","Female","Yes","American Staffordshire Terrier","Tri Color",,"2019 Oct 27 12:00:00 AM","2025 Oct 27 12:35:00 PM","205","2026 May 20 04:05:30 PM"
"53962","2025-12-30T12:48:00","18887","Rio","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2025 Sep 17 12:00:00 AM","2025 Dec 03 02:15:00 PM","168","2026 May 20 04:05:30 PM"
"53963","2025-12-30T12:52:00","17179","Peaches","Adopted",,"Cat","Male","Yes","Sphynx","Flame Point",,"2025 Aug 11 12:00:00 AM","2025 Oct 22 02:37:00 PM","210","2026 May 20 04:05:30 PM"
"53975","2025-12-30T14:14:00","16379","Rocky","Euthanized","Court Order","Dog","Male","Unknown","Border Collie","Brown","White","2024 Oct 06 12:00:00 AM","2025 Nov 12 06:58:00 PM","189","2026 May 20 04:05:30 PM"
"53982","2025-12-30T15:09:00","18986","Kringle","Transfer Out",,"Dog","Unknown","Unknown","Schnauzer - Standard","Grey","Tan","2023 Dec 06 12:00:00 AM","2025 Dec 06 01:52:00 PM","165","2026 May 20 04:05:30 PM"
"53983","2025-12-30T15:09:00","18471","Bowser","Transfer Out",,"Dog","Male","Yes","Australian Cattle Dog","Red Merle","White","2023 Nov 23 12:00:00 AM","2025 Nov 23 09:19:00 PM","178","2026 May 20 04:05:30 PM"
"53984","2025-12-30T15:09:00","13395","Niko","Transfer Out",,"Dog","Male","Yes","American Bulldog","Brown","White","2020 Aug 06 12:00:00 AM","2025 Nov 02 04:21:00 PM","199","2026 May 20 04:05:30 PM"
"53987","2025-12-30T15:18:00","19116","Chief","Transfer Out",,"Dog","Male","No","German Shepherd","Brown",,"2018 Dec 09 12:00:00 AM","2025 Dec 09 12:42:00 PM","162","2026 May 20 04:05:30 PM"
"53989","2025-12-30T15:24:00","17671","Pippin","Adopted",,"Dog","Male","Yes","Dalmatian","White","Black","2025 Sep 30 12:00:00 AM","2025 Nov 03 12:35:00 PM","198","2026 May 20 04:05:30 PM"
"53990","2025-12-30T15:33:00","19680","Duke","Reclaimed",,"Dog","Male","Yes","Australian Shepherd","White","Red Merle","2020 Dec 24 12:00:00 AM","2025 Dec 24 06:20:00 PM","147","2026 May 20 04:05:30 PM"
"53993","2025-12-30T16:02:55","18783","Cleo","Adopted",,"Cat","Female","yes","Domestic Shorthair","Tortoiseshell",,"2025 Jul 01 12:00:00 AM","2025 Dec 01 12:39:00 PM","170","2026 May 20 04:05:30 PM"
"53996","2025-12-30T16:09:22","19512","Beaux","Adopted",,"Cat","Male","yes","Domestic Shorthair","Brown Tabby",,"2025 Aug 19 12:00:00 AM","2025 Dec 17 12:57:00 PM","154","2026 May 20 04:05:30 PM"
"53998","2025-12-30T16:13:54","19793","Frodo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Jun 29 12:00:00 AM","2025 Dec 29 12:13:00 PM","142","2026 May 20 04:05:30 PM"
"54001","2025-12-30T16:20:33","18319","Gus","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Sep 07 12:00:00 AM","2025 Nov 20 11:32:00 AM","181","2026 May 20 04:05:30 PM"
"54002","2025-12-30T16:21:06","18318","Ringo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Blue","White","2025 Sep 20 12:00:00 AM","2025 Nov 20 11:32:00 AM","181","2026 May 20 04:05:30 PM"
"54003","2025-12-30T16:38:00","17035","Cosmo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2025 Sep 08 12:00:00 AM","2025 Oct 20 01:14:00 PM","212","2026 May 20 04:05:30 PM"
"54005","2025-12-30T16:43:00","19863",,"Euthanized","Suffering","Cat","Unknown","Unknown","Domestic Shorthair","Grey Tabby","White",,"2025 Dec 30 03:14:00 PM","141","2026 May 20 04:05:30 PM"
"54007","2025-12-30T16:55:33","18173","Meaty Manz","Adopted",,"Dog","Male","yes","American Pit Bull Terrier","Brown","White","2024 Jun 16 12:00:00 AM","2025 Nov 16 04:08:00 PM","185","2026 May 20 04:05:30 PM"
"54010","2025-12-30T17:15:40","19641","Sylvia","Adopted",,"Cat","Female","yes","Domestic Shorthair","Calico",,"2024 Dec 22 12:00:00 AM","2025 Dec 22 02:17:00 PM","149","2026 May 20 04:05:30 PM"
"54011","2025-12-30T17:26:36","17632","Wagyu","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Oct 05 12:00:00 AM","2025 Nov 02 01:15:00 PM","199","2026 May 20 04:05:30 PM"
"54013","2025-12-30T17:30:00","8689",,"Adopted",,"Dog","Male","Yes","Poodle - Miniature","Black",,"2022 Jun 04 12:00:00 AM","2025 Oct 14 12:42:00 PM","218","2026 May 20 04:05:30 PM"
"54015","2025-12-30T17:40:00","16849","Tiger","Adopted",,"Dog","Male","Yes","German Shepherd","Sable",,"2021 Oct 15 12:00:00 AM","2025 Oct 15 12:21:00 PM","217","2026 May 20 04:05:30 PM"
"54016","2025-12-30T17:43:57","19794","Bilbo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Jun 29 12:00:00 AM","2025 Dec 29 12:13:00 PM","142","2026 May 20 04:05:30 PM"
"54023","2025-12-30T18:06:51","19513","Sopapilla","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2021 Aug 10 12:00:00 AM","2025 Dec 17 12:55:00 PM","154","2026 May 20 04:05:30 PM"
"54024","2025-12-30T18:09:58","18103","Leah","Adopted",,"Cat","Female","yes","Domestic Shorthair","Brown Tabby","White","2025 Aug 23 12:00:00 AM","2025 Nov 14 11:44:00 AM","187","2026 May 20 04:05:30 PM"
"54025","2025-12-30T18:15:27","19655",,"Adopted",,"Cat","Male","yes","Siamese","Chocolate Point",,"2025 Aug 23 12:00:00 AM","2025 Dec 23 12:02:00 PM","148","2026 May 20 04:05:30 PM"
"54027","2025-12-30T18:18:00","17737","Lucy","Adopted",,"Dog","Female","Yes","Belgian Shepherd Dog","Black","White","2025 Oct 01 12:00:00 AM","2025 Dec 23 08:13:00 AM","148","2026 May 20 04:05:30 PM"
"54028","2025-12-30T18:19:12","18113","Marisol","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Aug 14 12:00:00 AM","2025 Nov 14 12:10:00 PM","187","2026 May 20 04:05:30 PM"
"54029","2025-12-30T18:19:46","18110","Patsy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2025 Aug 14 12:00:00 AM","2025 Nov 14 12:10:00 PM","187","2026 May 20 04:05:30 PM"
"54031","2025-12-30T18:31:00","17076","Ash","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Blue",,"2025 Sep 27 12:00:00 AM","2025 Oct 21 10:07:00 AM","211","2026 May 20 04:05:30 PM"
"54076","2025-12-31T11:18:00","14291","Shadow","Reclaimed",,"Dog","Male","Yes","Poodle - Miniature","Black","White","2022 Dec 30 12:00:00 AM","2025 Dec 30 09:55:00 AM","141","2026 May 20 04:05:30 PM"
"54082","2025-12-31T11:27:00","19792","Pippa","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2024 Jun 29 12:00:00 AM","2025 Dec 29 12:13:00 PM","142","2026 May 20 04:05:30 PM"
"54102","2025-12-31T12:15:00","18118","Tiny","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell",,"2025 Oct 03 12:00:00 AM","2025 Nov 14 01:08:00 PM","187","2026 May 20 04:05:30 PM"
"54106","2025-12-31T12:28:05","17550","Finley","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2024 Apr 30 12:00:00 AM","2025 Oct 30 04:44:00 PM","202","2026 May 20 04:05:30 PM"
"54116","2025-12-31T12:55:00","18995","Pebbles","Transfer Out",,"Bird","Male","No","Quail","Brown",,,"2025 Dec 06 04:53:00 PM","165","2026 May 20 04:05:30 PM"
"54121","2025-12-31T13:28:00","12921","Matildo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Silver Tabby","White","2014 Jul 30 12:00:00 AM","2025 Jul 29 05:29:00 PM","295","2026 May 20 04:05:30 PM"
"54128","2025-12-31T14:03:09","18195","Jess","Adopted Altered",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2023 Nov 17 12:00:00 AM","2025 Dec 29 12:42:00 PM","142","2026 May 20 04:05:30 PM"
"54137","2025-12-31T15:08:00","19103","Bo","Euthanized","Aggression","Dog","Male","Yes","Golden Retriever","Gold","White","2011 Dec 09 12:00:00 AM","2025 Dec 09 11:27:00 AM","162","2026 May 20 04:05:30 PM"
"54136","2025-12-31T15:09:26","18316","Copper","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 Jul 20 12:00:00 AM","2025 Dec 29 01:49:00 PM","142","2026 May 20 04:05:30 PM"
"54138","2025-12-31T15:21:00","19404","Bodie","Reclaimed",,"Dog","Male","No","Belgian Shepherd Dog - Malinois","Brown","Black","2024 Dec 16 12:00:00 AM","2025 Dec 15 03:12:00 PM","156","2026 May 20 04:05:30 PM"
"54139","2025-12-31T15:35:00","19672","Prada","Transfer Out",,"Dog","Female","No","Bull Terrier","Black",,"2019 Dec 24 12:00:00 AM","2025 Dec 23 08:39:00 PM","148","2026 May 20 04:05:30 PM"
"54140","2025-12-31T15:36:05","18428",,"Adopted",,"Dog","Female","Yes","Labrador Retriever","White",,"2025 Oct 05 12:00:00 AM","2025 Nov 23 11:23:00 AM","178","2026 May 20 04:05:30 PM"
"54141","2025-12-31T15:37:05","18431",,"Adopted",,"Dog","Male","Yes","Labrador Retriever","Buff",,"2025 Oct 05 12:00:00 AM","2025 Nov 23 11:23:00 AM","178","2026 May 20 04:05:30 PM"
"54145","2025-12-31T15:54:27","19572","Max","Adopted",,"Dog","Male","yes","Border Terrier","Brown",,"2021 Dec 19 12:00:00 AM","2025 Dec 19 12:46:00 PM","152","2026 May 20 04:05:30 PM"
"54147","2025-12-31T16:02:03","17472","Tito","Adopted Altered",,"Cat","Male","yes","Domestic Medium Hair","Black",,"2025 Aug 30 12:00:00 AM","2025 Oct 29 12:53:00 PM","203","2026 May 20 04:05:30 PM"
"54148","2025-12-31T16:02:09","17471","Tino","Adopted Altered",,"Cat","Male","yes","Domestic Medium Hair","Black",,"2025 Aug 29 12:00:00 AM","2025 Oct 29 12:53:00 PM","203","2026 May 20 04:05:30 PM"
"54149","2025-12-31T16:21:50","19389","Nixie","Adopted Altered",,"Cat","Female","yes","Domestic Long Hair","Torbie",,"2025 Jan 16 12:00:00 AM","2025 Dec 15 01:42:00 PM","156","2026 May 20 04:05:30 PM"
"54152","2025-12-31T16:34:12","16494","Violet","Adopted Altered",,"Cat","Female","yes","Domestic Shorthair","Torbie",,"2025 Aug 17 12:00:00 AM","2025 Oct 08 11:51:00 AM","224","2026 May 20 04:05:30 PM"
"54154","2025-12-31T16:37:02","19711",,"Adopted Altered",,"Cat","Male","yes","Siamese","Seal Point",,"2020 Dec 26 12:00:00 AM","2025 Dec 26 12:38:00 PM","145","2026 May 20 04:05:30 PM"
"54156","2025-12-31T16:41:00","19767","Bronx","Reclaimed",,"Dog","Male","yes","Cane Corso","Black",,"2024 Jan 20 12:00:00 AM","2025 Dec 27 10:47:00 PM","144","2026 May 20 04:05:30 PM"
"54159","2025-12-31T16:57:21","18890","Roscoe","Adopted Altered",,"Cat","Male","yes","Domestic Shorthair","Orange Tabby","White","2025 Sep 17 12:00:00 AM","2025 Dec 03 02:15:00 PM","168","2026 May 20 04:05:30 PM"
"54160","2025-12-31T16:57:32","18889","Risa","Adopted Altered",,"Cat","Female","yes","Domestic Shorthair","Black",,"2025 Sep 17 12:00:00 AM","2025 Dec 03 02:15:00 PM","168","2026 May 20 04:05:30 PM"
"54187","2026-01-02T10:18:00","19400","George","Euthanized","Suffering","Cat","Male","No","Domestic Shorthair","BLUE TABBY","White","2019 Dec 16 12:00:00 AM","2025 Dec 15 02:58:00 PM","156","2026 May 20 04:05:30 PM"
"54200","2026-01-02T11:30:00","19049","Logan","Adopted",,"Dog","Male","No","Siberian Husky","White","Sable","2023 Dec 08 12:00:00 AM","2025 Dec 08 03:12:00 PM","163","2026 May 20 04:05:30 PM"
"54201","2026-01-02T11:34:50","19630","Tessa","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie","Brown Tabby","2025 Feb 22 12:00:00 AM","2025 Dec 22 12:53:00 PM","149","2026 May 20 04:05:30 PM"
"54209","2026-01-02T12:15:30","16732","Sally","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2025 May 13 12:00:00 AM","2025 Oct 13 01:53:00 PM","219","2026 May 20 04:05:30 PM"
"54216","2026-01-02T13:02:51","19927","Funnel Cake","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Grey Tabby","White","2025 Sep 07 12:00:00 AM","2025 Dec 31 11:36:00 PM","140","2026 May 20 04:05:30 PM"
"54223","2026-01-02T13:21:30","18364","Steely","Adopted",,"Cat","Male","Yes","Domestic Medium Hair","Brown Tabby","White","2025 Sep 05 12:00:00 AM","2025 Nov 21 11:42:00 AM","180","2026 May 20 04:05:30 PM"
"54225","2026-01-02T13:22:26","19536","Marshmallow","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White",,"2025 Aug 18 12:00:00 AM","2025 Dec 18 12:11:00 PM","153","2026 May 20 04:05:30 PM"
"54233","2026-01-02T13:38:25","18132","Poinsettia","Adopted",,"Cat","Female","Yes","Domestic Medium Hair","Torbie",,"2025 Sep 06 12:00:00 AM","2025 Nov 14 07:13:00 PM","187","2026 May 20 04:05:30 PM"
"54235","2026-01-02T14:04:00","11294","Scooby","Adopted",,"Dog","Male","Yes","German Shepherd","Red",,"2025 Mar 18 12:00:00 AM","2025 Jul 01 02:14:00 PM","323","2026 May 20 04:05:30 PM"
"54234","2026-01-02T14:04:35","16168","Anya","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2025 Jul 18 12:00:00 AM","2025 Oct 01 11:23:00 AM","231","2026 May 20 04:05:30 PM"
"54240","2026-01-02T14:45:00","19598","Gingersnap","Adopted",,"Dog","Male","No","Catahoula Leopard Dog","Sable","White","2025 Nov 08 12:00:00 AM","2025 Dec 20 02:39:00 PM","151","2026 May 20 04:05:30 PM"
"54241","2026-01-02T14:47:00","19720","Micha","Reclaimed",,"Cat","Female","Yes","Domestic Shorthair","Torbie","White","2023 Dec 26 12:00:00 AM","2025 Dec 26 02:06:00 PM","145","2026 May 20 04:05:30 PM"
"54250","2026-01-02T15:27:09","11656","Cabbage","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 Jun 18 12:00:00 AM","2025 Dec 29 12:19:00 PM","142","2026 May 20 04:05:30 PM"
"54253","2026-01-02T15:42:00","17035","Cosmo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2025 Sep 08 12:00:00 AM","2025 Dec 31 01:34:00 PM","140","2026 May 20 04:05:30 PM"
"54254","2026-01-02T15:50:00","19891","Grampy","Reclaimed",,"Cat","Unknown","Unknown","Domestic Shorthair","Grey Tabby","White",,"2025 Dec 31 11:05:00 AM","140","2026 May 20 04:05:30 PM"
"54259","2026-01-02T16:00:20","17036","Nes","Adopted",,"Cat","Male","yes","Domestic Shorthair","Orange Tabby",,"2025 Sep 08 12:00:00 AM","2025 Oct 20 01:14:00 PM","212","2026 May 20 04:05:30 PM"
"54260","2026-01-02T16:16:55","19289","Potato","Adopted",,"Cat","Male","yes","Siamese","Flame Point",,"2021 Dec 11 12:00:00 AM","2025 Dec 11 01:21:00 PM","160","2026 May 20 04:05:30 PM"
"54262","2026-01-02T16:35:14","17611","Sonora","Adopted",,"Cat","Female","yes","Domestic Shorthair","Brown Tabby","White","2025 Sep 27 12:00:00 AM","2025 Nov 01 12:37:00 PM","200","2026 May 20 04:05:30 PM"
"54264","2026-01-02T16:42:01","17576","Minnie","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2025 May 03 12:00:00 AM","2025 Oct 31 11:47:00 AM","201","2026 May 20 04:05:30 PM"
"54269","2026-01-02T16:48:56","13688","Wanda","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2025 Feb 12 12:00:00 AM","2025 Aug 12 04:55:00 PM","281","2026 May 20 04:05:30 PM"
"54270","2026-01-02T16:51:00","12707","Dolly","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","BLUE TABBY","2020 May 21 12:00:00 AM","2025 Jul 25 07:26:00 AM","299","2026 May 20 04:05:30 PM"
"54271","2026-01-02T16:57:23","17578","Lizzie","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2022 May 03 12:00:00 AM","2025 Oct 31 11:47:00 AM","201","2026 May 20 04:05:30 PM"
"54273","2026-01-02T17:12:24","19529","Gator","Adopted",,"Dog","Male","yes","Labrador Retriever","Black","White Merle","2025 Aug 19 12:00:00 AM","2025 Dec 18 10:21:00 AM","153","2026 May 20 04:05:30 PM"
"54278","2026-01-02T17:36:00","19833","Misty","Reclaimed",,"Dog","Female","Yes","American Pit Bull Terrier","White","Black","2019 Dec 30 12:00:00 AM","2025 Dec 30 10:29:00 AM","141","2026 May 20 04:05:30 PM"
"54279","2026-01-02T17:37:00","19834","Nyla","Reclaimed",,"Dog","Female","Yes","Yorkshire Terrier","Tan","Brown","2023 Dec 30 12:00:00 AM","2025 Dec 30 10:29:00 AM","141","2026 May 20 04:05:30 PM"
"54280","2026-01-02T17:37:00","19835","Canas","Reclaimed",,"Dog","Female","Yes","Chihuahua - Smooth","White",,"2023 Dec 30 12:00:00 AM","2025 Dec 30 10:29:00 AM","141","2026 May 20 04:05:30 PM"
"54281","2026-01-02T17:43:16","19040","Dapper","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2024 Dec 08 12:00:00 AM","2025 Dec 08 12:56:00 PM","163","2026 May 20 04:05:30 PM"
"54283","2026-01-02T17:45:00","19874","Lucky","Reclaimed",,"Dog","Male","Yes","Pug","Cream",,"2021 Dec 31 12:00:00 AM","2025 Dec 30 10:01:00 PM","141","2026 May 20 04:05:30 PM"
"54284","2026-01-02T17:45:38","17217","Muffin","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Calico",,"2025 Jul 09 12:00:00 AM","2025 Oct 23 12:17:00 PM","209","2026 May 20 04:05:30 PM"
"54286","2026-01-02T17:52:00","19772",,"Transfer Out",,"Dog","Male","No","German Shepherd","Brown","Black","2018 Dec 28 12:00:00 AM","2025 Dec 28 09:55:00 AM","143","2026 May 20 04:05:30 PM"
"54287","2026-01-02T17:52:00","19817","Opal","Transfer Out",,"Cat","Female","Yes","Domestic Shorthair","Calico",,"2020 Dec 29 12:00:00 AM","2025 Dec 29 04:36:00 PM","142","2026 May 20 04:05:30 PM"
"54295","2026-01-02T18:34:54","17520","Starlight","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Brown Tabby","2025 May 03 12:00:00 AM","2025 Oct 30 11:30:00 AM","202","2026 May 20 04:05:30 PM"
"54330","2026-01-03T11:36:48","19659","Hamlet","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Cream Ginger Tabby","White","2024 Jun 27 12:00:00 AM","2025 Dec 23 01:20:00 PM","148","2026 May 20 04:05:30 PM"
"54331","2026-01-03T11:43:16","16430","Admiral","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2025 Jul 24 12:00:00 AM","2025 Oct 07 11:14:00 AM","225","2026 May 20 04:05:30 PM"
"54356","2026-01-03T13:12:00","18149","Rikki Tikki Tavi","Adopted",,"Ferret","Unknown","Unknown","Ferret","Brown","White","2020 Nov 15 12:00:00 AM","2025 Nov 15 01:53:00 PM","186","2026 May 20 04:05:30 PM"
"54361","2026-01-03T13:20:03","16921","Flopsy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Blue","2025 Sep 09 12:00:00 AM","2025 Oct 17 12:07:00 PM","215","2026 May 20 04:05:30 PM"
"54362","2026-01-03T13:20:30","16922","Lopsy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Black","2025 Sep 09 12:00:00 AM","2025 Oct 17 12:07:00 PM","215","2026 May 20 04:05:30 PM"
"54377","2026-01-03T14:23:36","19562","Albert","Adopted",,"Cat","Male","Yes","Domestic Long Hair","Black","White","2020 Dec 19 12:00:00 AM","2025 Dec 19 11:35:00 AM","152","2026 May 20 04:05:30 PM"
"54383","2026-01-03T15:01:49","19186","Kieran","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2025 Aug 10 12:00:00 AM","2025 Dec 10 11:12:00 AM","161","2026 May 20 04:05:30 PM"
"54387","2026-01-03T15:19:52","19187","Parrot","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Blue","White","2025 Aug 10 12:00:00 AM","2025 Dec 10 11:12:00 AM","161","2026 May 20 04:05:30 PM"
"55637","2026-01-03T15:39:00","18598","Menorah","Transfer Out",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2025 Jun 26 12:00:00 AM","2025 Nov 25 01:36:00 PM","176","2026 May 20 04:05:30 PM"
"54393","2026-01-03T16:03:00","19769","Filavandrel","Transfer Out",,"Dog","Male","No","Beagle","Chocolate","White","2024 Dec 28 12:00:00 AM","2025 Dec 28 08:29:00 AM","143","2026 May 20 04:05:30 PM"
"54403","2026-01-03T16:45:24","17833","Teddy","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2025 Sep 14 12:00:00 AM","2025 Nov 06 01:33:00 PM","195","2026 May 20 04:05:30 PM"
"54404","2026-01-03T16:48:41","14019","Bernie","Adopted",,"Cat","Male","Yes","Domestic Shorthair","White","Orange","2022 Aug 19 12:00:00 AM","2025 Aug 19 11:10:00 AM","274","2026 May 20 04:05:30 PM"
"54408","2026-01-03T17:04:33","19457","Koi","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Muted Tortoiseshell",,"2023 Dec 16 12:00:00 AM","2025 Dec 16 11:37:00 AM","155","2026 May 20 04:05:30 PM"
"54410","2026-01-03T17:24:00","13887","Kevin","Adopted",,"Dog","Male","Yes","Australian Cattle Dog","Tan","Ticked","2025 Jun 16 12:00:00 AM","2025 Aug 15 03:39:00 PM","278","2026 May 20 04:05:30 PM"
"54411","2026-01-03T17:28:00","19744","Croissant","Transfer Out",,"Dog","Female","Unknown","Chihuahua - Smooth","Black","Tan","2025 Jul 27 12:00:00 AM","2025 Dec 27 01:49:00 PM","144","2026 May 20 04:05:30 PM"
"54414","2026-01-03T17:34:43","19535","Lady Ghost","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White",,"2020 Dec 19 12:00:00 AM","2025 Dec 18 12:11:00 PM","153","2026 May 20 04:05:30 PM"
"54416","2026-01-03T17:54:00","16330","Zora","Transfer Out",,"Dog","Male","Yes","Labrador Retriever","Black",,"2025 Apr 04 12:00:00 AM","2025 Oct 04 03:51:00 PM","228","2026 May 20 04:05:30 PM"
"54417","2026-01-03T17:54:00","19681","George","Transfer Out",,"Dog","Male","No","Black Mouth Cur","Red","White","2024 Jun 27 12:00:00 AM","2025 Dec 24 09:53:00 PM","147","2026 May 20 04:05:30 PM"
"54418","2026-01-03T17:54:00","6559","Betty Lou","Transfer Out",,"Dog","Female","Yes","American Pit Bull Terrier","Black",,"2018 May 01 12:00:00 AM","2025 Dec 30 02:06:00 PM","141","2026 May 20 04:05:30 PM"
"54419","2026-01-03T17:54:00","19779","Kodak","Transfer Out",,"Dog","Male","Yes","Chihuahua - Smooth","Brown","Black","2020 Dec 28 12:00:00 AM","2025 Dec 28 05:02:00 PM","143","2026 May 20 04:05:30 PM"
"54420","2026-01-03T17:57:10","8526","Choo Choo","Adopted Offsite",,"Dog","Female","Yes","Labrador Retriever","Tan",,"2025 Jan 30 12:00:00 AM","2025 May 30 07:47:00 AM","355","2026 May 20 04:05:30 PM"
